영상편집에 필요한 정보,,,,,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.20,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,DateTime,Accident number,Member year,Year of accident,Month of accident,Weekday,Time,GPS latitude,GPS longitude,Country,Accident description,Collision type,Accident type,Participant A referring accident type,Participant B referring accident type,Main contributing factor,Road type,Road surface,Road condition,Lane separation,Light condition,Weather 1,Weather 2,Location,Emergency arrival,Accident Severity,PCM data available,Case status,Vsim,comment,,영상유무,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,CASENR,CASENR,MEMYEAR,YEAR,MONTH,WDAY,TIME,GPSLAT,GPSLONG,COUNTRY,ACCDESC,COLLTYPE,ACCTYPE,ACCTYPEA,ACCTYPEB,MAINFACT,ROADTYPE,ROADSURF,ROADCOND,LANESEPAR,LIGHTCON,WEATHER1,WEATHER2,LOCATION,EMARRIV,ACCSEV,PCMAVAIL,STATUS,CASENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이벤트시작(초),이벤트끝(초),파일명(mp4),기준날짜시간,상위폴더,폴더명(datetime),CASENR,MEMYEAR,YEAR,MONTH,WDAY,TIME,GPSLAT,GPSLONG,COUNTRY,ACCDESC,COLLTYPE,사고유형,차량A,차량B,MAINFACT,도로규모,표면재질,표면습도,도로분리,빛조건,날씨,WEATHER2,LOCATION,EMARRIV,ACCSEV,PCMAVAIL,STATUS,,,도로명주소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-11-09_08-05-12,20231124_정리필요,2023-11-09_08-05-12,,2023,2023,11 ,4,0805,37.2462,127.721,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"영동고속도로, 강천리, 여주시, 경기도, 12616, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-11-09_08-11-36,20231124_정리필요,2023-11-09_08-11-36,,2023,2023,11 ,4,0811,37.306,127.821,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"영동고속도로, 문막리, 원주시, 강원특별자치도, 26373, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-11-09_08-19-29,20231124_정리필요,2023-11-09_08-19-29,,2023,2023,11 ,4,0819,37.3969,127.935,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"원주천교, 호저면, 원주시, 강원특별자치도, 26314, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-11-09_08-20-50,20231124_정리필요,2023-11-09_08-20-50,,2023,2023,11 ,4,0820,37.3986,127.95,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"노하길, 호저면, 원주시, 강원특별자치도, 26311, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-11-10_16-20-13,20231124_정리필요,2023-11-10_16-20-13,,2023,2023,11 ,5,1620,37.2621,127.778,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"영동고속도로, 후용리1리, 후용리, 원주시, 강원특별자치도, 26497, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-11-10_16-46-58,20231124_정리필요,2023-11-10_16-46-58,,2023,2023,11 ,5,1646,37.2393,127.57,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"여주휴게소 (인천방향), 영동고속도로, 오산리, 여주시, 경기도, 12649, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-11-10_16-50-52,20231124_정리필요,2023-11-10_16-50-52,,2023,2023,11 ,5,1650,37.2439,127.518,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"영동고속도로, 가산리, 이천시, 경기도, 17403, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-08-25_23-40-55,20231127_Y_정리필요,2023-08-25_23-40-55,,2023,2023,8 ,5,2340,37.7026,127.044,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"수도권제1순환고속도로, 호원1동, 의정부시, 경기도, 11645, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-08-25_23-49-36,20231127_Y_정리필요,2023-08-25_23-49-36,,2023,2023,8 ,5,2349,37.7564,127.026,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"체육로, 녹양동, 의정부시, 경기도, 11606, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-10_19-09-18,20231127_Y_정리필요,2023-09-10_19-09-18,,2023,2023,9 ,7,1909,36.7743,127.178,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 동남구, 천안시, 충청남도, 31224, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-10_19-32-42,20231127_Y_정리필요,2023-09-10_19-32-42,,2023,2023,9 ,7,1932,36.5168,127.111,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"논산천안고속도로, 반촌리, 공주시, 충청남도, 32528, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-10_19-34-22,20231127_Y_정리필요,2023-09-10_19-34-22,,2023,2023,9 ,7,1934,36.4946,127.096,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"내산목천길, 도천리, 공주시, 충청남도, 32528, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-10_21-14-59,20231127_Y_정리필요,2023-09-10_21-14-59,,2023,2023,9 ,7,2114,35.1852,126.748,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"광주외곽순환고속도로, 산수동, 광산구, 광주광역시, 62203, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-10_21-46-10,20231127_Y_정리필요,2023-09-10_21-46-10,,2023,2023,9 ,7,2146,34.8603,126.754,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"영나로, 금정면, 영암군, 전라남도, 58405, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-10_21-49-30,20231127_Y_정리필요,2023-09-10_21-49-30,,2023,2023,9 ,7,2149,34.8371,126.78,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"영나로, 남송리, 영암군, 전라남도, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-12_15-13-19,20231127_Y_정리필요,2023-09-12_15-13-19,,2023,2023,9 ,2,1513,35.3514,126.817,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"백계리, 장성군, 전라남도, 57230, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-12_16-48-05,20231127_Y_정리필요,2023-09-12_16-48-05,,2023,2023,9 ,2,1648,36.0784,127.103,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"논산천안고속도로, 고내리, 논산시, 충청남도, 54520, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-12_18-09-40,20231127_Y_정리필요,2023-09-12_18-09-40,,2023,2023,9 ,2,1809,36.8597,127.185,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-09-12_18-23-13,20231127_Y_정리필요,2023-09-12_18-23-13,,2023,2023,9 ,2,1823,37.035,127.158,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"평택제천고속도로, 원곡면, 안성시, 경기도, 17555, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-12-07_08-07-46,20231207_정리필요,2023-12-07_08-07-46,,2023,2023,12 ,4,0807,37.2095,126.756,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"화성로, 삼존리, 화성시, 경기도, 18537, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-12-14_16-30-09,20231220_정리필요,2023-12-14_16-30-09,,2023,2023,12 ,4,1630,37.2394,126.881,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"화성로, 구포리, 화성시, 경기도, 18284, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-12-14_16-38-28,20231220_정리필요,2023-12-14_16-38-28,,2023,2023,12 ,4,1638,37.2038,126.937,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"수도권제2순환고속도로, 상기리, 화성시, 경기도, 18332, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-12-27_09-10-05,20231231_Y_정리필요,2023-12-27_09-10-05,,2023,2023,12 ,3,0910,37.6668,126.813,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"삼성스토어 일산동구점, 1111, 고양대로, 식사동, 일산동구, 고양시, 경기도, 10299, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-12-27_10-23-48,20231231_Y_정리필요,2023-12-27_10-23-48,,2023,2023,12 ,3,1023,37.5818,126.853,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"자유로, 대덕동, 덕양구, 고양시, 경기도, 10542, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항 없음,2023-12-27_10-40-56,20231231_Y_정리필요,2023-12-27_10-40-56,,2023,2023,12 ,3,1040,37.5408,126.897,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"올림픽대로, 양화동, 당산2동, 영등포구, 서울, 07202, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_07-59-23,2024-01-25_Y_정리필요,2024-01-25_07-59-23,,2024,2024,1,4,0759,37.1188,127.213,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경기동로, 처인구, 용인시, 경기도, 17136, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-01_10-45-23,2024-01-25_Y_정리필요,2024-01-01_10-45-23,,2024,2024,1,1,1045,37.5805,127.081,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"면목천로, 면목5동, 중랑구, 서울, 02237, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-18_20-18-50,2024-02-06_정리필요,2024-01-18_20-18-50,,2024,2024,1,4,2018,37.5078,127.105,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"스킨앤이어동물병원, 474, 송파대로, 송파1동, 송파구, 서울, 05624, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-09_18-30-47,2024-02-19,2024-02-09_18-30-47,,2024,2024,2,5,1830,37.5221,127.017,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"잠원고가차도, 한강 자전거길, 잠원동, 서초구, 서울, 06516, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-14_09-16-48,2024-02-19,2024-02-14_09-16-48,,2024,2024,2,3,0916,37.0382,127.158,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"서안성영업소, 25, 평택제천고속도로, 칠곡리, 안성시, 경기도, 17555, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-14_09-33-28,2024-02-19,2024-02-14_09-33-28,,2024,2024,2,3,0933,36.8704,127.187,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 성거읍, 서북구, 천안시, 충청남도, 31052, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-14_09-55-15,2024-02-19,2024-02-14_09-55-15,,2024,2024,2,3,0955,36.6766,127.374,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 옥산면, 흥덕구, 청주시, 충청북도, 28113, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-14_10-47-37,2024-02-19,2024-02-14_10-47-37,,2024,2024,2,3,1047,36.4124,128.057,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"서산영덕고속도로, 내서면, 상주시, 경상북도, 37150, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-14_13-03-57,2024-02-19,2024-02-14_13-03-57,,2024,2024,2,3,1303,35.8707,128.46,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"대구외곡순환고속도로, 다사읍, 달성군, 대구광역시, 42915, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-14_15-44-58,2024-02-19,2024-02-14_15-44-58,,2024,2024,2,3,1544,35.9376,128.403,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"강변대로, 낙산리, 왜관읍, 칠곡군, 경상북도, 39899, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-02-14_19-02-14,2024-02-19,2024-02-14_19-02-14,,2024,2024,2,3,1902,36.746,128.018,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"중부내륙고속도로, 주진리, 연풍면, 괴산군, 충청북도, 28015, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_08-23-52,2024-03-11_Y,2024-01-25_08-23-52,,2024,2024,1,4,0823,36.8738,127.188,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 성거읍, 서북구, 천안시, 충청남도, 31047, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_08-57-57,2024-03-11_Y,2024-01-25_08-57-57,,2024,2024,1,4,0857,36.4496,127.089,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"논산천안고속도로, 옥성리, 공주시, 충청남도, 32543, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_09-39-27,2024-03-11_Y,2024-01-25_09-39-27,,2024,2024,1,4,0939,36.1229,127.073,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"논산천안고속도로, 신화리, 논산시, 충청남도, 33013, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_09-39-40,2024-03-11_Y,2024-01-25_09-39-40,,2024,2024,1,4,0939,36.1181,127.074,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"논산천안고속도로, 봉동리, 논산시, 충청남도, 33013, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_10-34-02,2024-03-11_Y,2024-01-25_10-34-02,,2024,2024,1,4,1034,35.5689,127.322,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"순천완주고속도로, 군평리, 임실군, 전북특별자치도, 55951, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_10-35-53,2024-03-11_Y,2024-01-25_10-35-53,,2024,2024,1,4,1035,35.5543,127.324,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"오수IC3교, 대명리, 임실군, 전북특별자치도, 55951, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_11-38-06,2024-03-11_Y,2024-01-25_11-38-06,,2024,2024,1,4,1138,35.4086,127.408,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"원천로, 신촌동, 용담리, 남원시, 전북특별자치도, 55794, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-25_11-38-36,2024-03-11_Y,2024-01-25_11-38-36,,2024,2024,1,4,1138,35.4078,127.412,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"원천로, 신촌동, 용담리, 남원시, 전북특별자치도, 55794, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_12-03-15,2024-03-11_Y,2024-01-26_12-03-15,,2024,2024,1,5,1203,35.6727,127.29,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"순천완주고속도로, 덕천리, 임실군, 전북특별자치도, 55910, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_12-33-47,2024-03-11_Y,2024-01-26_12-33-47,,2024,2024,1,5,1233,36.0325,127.103,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"호남고속도로, 동봉리, 익산시, 전북특별자치도, 54520, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_13-40-34,2024-03-11_Y,2024-01-26_13-40-34,,2024,2024,1,5,1340,36.423,127.083,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"논산천안고속도로, 오룡리, 공주시, 충청남도, 32602, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_13-43-31,2024-03-11_Y,2024-01-26_13-43-31,,2024,2024,1,5,1343,36.4685,127.089,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"논산천안고속도로, 평목리, 공주시, 충청남도, 32543, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_14-13-27,2024-03-11_Y,2024-01-26_14-13-27,,2024,2024,1,5,1413,36.7723,127.179,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 동남구, 천안시, 충청남도, 31224, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_14-14-14,2024-03-11_Y,2024-01-26_14-14-14,,2024,2024,1,5,1414,36.7822,127.175,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 삼룡동, 동남구, 천안시, 충청남도, 31071, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_14-31-06,2024-03-11_Y,2024-01-26_14-31-06,,2024,2024,1,5,1431,36.9966,127.153,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"경부고속도로, 승두리, 안성시, 경기도, 17552, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,특이사항없음,2024-01-26_14-36-28,2024-03-11_Y,2024-01-26_14-36-28,,2024,2024,1,5,1436,37.0345,127.16,KR,,99999,미분류,,,99999,,,,,,,77777,,7777,1,2,4,,,"평택제천고속도로, 원곡면, 안성시, 경기도, 17555, 대한민국",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
